,Nombre,Título,Fecha,Rating,Reviews,Tipo
24,Restaurante Peruano - Indio De Machu Picchu,La mejor atención en restaurantes,19 de marzo de 2021,50,"Visitenlo, una experiencia única, en sabor, atención y precio, no se comparan La presentación de los platos y las porciones son ideales","Peruana, Mariscos, Sudamericana, Latina"
25,Restaurante Peruano - Indio De Machu Picchu,La mejor atención y comida,19 de marzo de 2021,50,"Si Super recomendado, la atención es espectacular y la comida increíble, VISITE LO NO SE ARREPENTIRÁN","Peruana, Mariscos, Sudamericana, Latina"
26,Restaurante Peruano - Indio De Machu Picchu,De las mejores experiencias que he tenido de disfrutar,17 de marzo de 2021,50,"La comida deliciosa, la atención espectacular, el ambiente muy ameno para una conversación en general una de las mejores experiencias en un restaurante de comida Peruana","Peruana, Mariscos, Sudamericana, Latina"
27,Restaurante Peruano - Indio De Machu Picchu,¡Muy recomendado!,16 de marzo de 2021,50,"Hemos visitado muchos restaurantes peruanos en Bogotá, pero ninguno había sido fabuloso. Muy recomendado.","Peruana, Mariscos, Sudamericana, Latina"
28,Restaurante Peruano - Indio De Machu Picchu,único!,16 de marzo de 2021,50,"La experiencia fue completamente increíble, me gusta mucho el hecho de que se esfuercen tanto por la atención y la comodidad de los clientes, la comida excepcional, deliciosa, volvería mil veces más!","Peruana, Mariscos, Sudamericana, Latina"
29,Restaurante Peruano - Indio De Machu Picchu,Excelente comida Peruana.,13 de marzo de 2021,50,Excelente comida Peruana. Muy recomendable !!!! Para disfrutar en familia. Y muy lindo comedor. !!!!,"Peruana, Mariscos, Sudamericana, Latina"
30,Restaurante Peruano - Indio De Machu Picchu,Simplemente Espectacular!!!,13 de marzo de 2021,50,"Super Recomendado, para aquellos que deseen disfrutar de la mejor comida de Peru, en verdad platos exquisitos y la mejor atencion al cliente. Felicitaciones...","Peruana, Mariscos, Sudamericana, Latina"
31,Restaurante Peruano - Indio De Machu Picchu,Almuerzo familiar,13 de marzo de 2021,50,"Muy buena atención, la comida espectacular y la atención excelente, atendido por su propietario. 10 de 10","Peruana, Mariscos, Sudamericana, Latina"
32,Restaurante Peruano - Indio De Machu Picchu,Excelente restaurante,7 de marzo de 2021,50,"Es un restaurante muy bueno, el menú tiene muchas opciones deliciosas y la atención es lo que realmente hace diferente a este lugar. Muy recomendado.","Peruana, Mariscos, Sudamericana, Latina"
33,Restaurante Peruano - Indio De Machu Picchu,Gran Restaurante,6 de marzo de 2021,50,"Un muy buen lugar para compartir una excelente comida peruana. Además, la atención es excelente. Muy recomendado","Peruana, Mariscos, Sudamericana, Latina"
34,Restaurante Peruano - Indio De Machu Picchu,Excelente!,6 de marzo de 2021,50,"La experiencia en general es muy buena. La comida es excelente y el servicio es muy ameno. Realmente es un gran restaurante, súper recomendado.","Peruana, Mariscos, Sudamericana, Latina"
35,Restaurante Peruano - Indio De Machu Picchu,Cena con amigos,2 de marzo de 2021,50,"La comida es deliciosa, de los mejores restaurantes peruanos que he visitado. La atención del personal fue maravillosa. Completamente recomendado","Peruana, Mariscos, Sudamericana, Latina"
36,Restaurante Peruano - Indio De Machu Picchu,Recomendadisimo,2 de marzo de 2021,50,"Muy buen servicio, un lugar cómodo y calido; y toda la comida es deliciosa. Recomiendo el filete a lo macho.","Peruana, Mariscos, Sudamericana, Latina"
37,Restaurante Peruano - Indio De Machu Picchu,Excelente restaurante,2 de marzo de 2021,50,"Excelente servicio de parte del mesero Jefferson, me sentí muy a gustó con el servicio, los platos magníficos recomendadisimo para todo la familia","Peruana, Mariscos, Sudamericana, Latina"
38,Restaurante Peruano - Indio De Machu Picchu,"Excelente comida, excelente",2 de marzo de 2021,50,"Excelente comida, excelente atención, muy recomendable, de las mejores experiencias en comida peruana que hemos tenido","Peruana, Mariscos, Sudamericana, Latina"
39,Restaurante Peruano - Indio De Machu Picchu,Como comer en el Peru 🇵🇪,28 de febrero de 2021,50,"Vine con mi familia, desde Lima, a comer a este restaurante. Lo recomiendo 100%, te hace sentir como si estuvieras comiendo en Peru! Toda la comida estuvo muy rica!!! (El único lugar donde encuentras la Inca Kola!!! En todo Bogotá!)","Peruana, Mariscos, Sudamericana, Latina"
40,Restaurante Peruano - Indio De Machu Picchu,Soy Nicolas de Perú todo la comida es riquísima,28 de febrero de 2021,50,"La comidas tienen el mismo sabor como la comida peruana , estuvo la comida estuvo muy esquisita Lo recomiendo .","Peruana, Mariscos, Sudamericana, Latina"
41,Restaurante Peruano - Indio De Machu Picchu,Celebrando en Indio Machu Pichu,27 de febrero de 2021,50,"Delicioso, excelente comida y atención ¡me sentí en Perú! 💜 Las personas que atienden el restaurante son muy atentos. Muchas gracias","Peruana, Mariscos, Sudamericana, Latina"
42,Restaurante Peruano - Indio De Machu Picchu,Deliciosisimoooo!!!,27 de febrero de 2021,50,"Excelente servicio y lo mejor, la comida exquisita 👌🏻. Felices de esta visita 🤤😃👍. Regresaremos con ansias😌","Peruana, Mariscos, Sudamericana, Latina"
43,Restaurante Peruano - Indio De Machu Picchu,El mejor restaurante peruano de Bogotá,27 de febrero de 2021,50,"Toda la comida es deliciosa, muy buenos precios y la mejor atención. Recomendada la causa limeña de atún y la jalea orgía marina. Definitivamente el mejor restaurante peruano en Bogotá.","Peruana, Mariscos, Sudamericana, Latina"
44,Restaurante Peruano - Indio De Machu Picchu,Excelente restaurante,20 de febrero de 2021,50,"Excelente atención, comida exquisita. Las porciones son excelente. Es como estar en casa por la atención de su administrador!!","Peruana, Mariscos, Sudamericana, Latina"
45,Restaurante Peruano - Indio De Machu Picchu,Excelente restaurante,20 de febrero de 2021,50,"Una experiencia muy deliciosa, buena comida, buena atención y una atmósfera muy familiar. Recomendadisimo!","Peruana, Mariscos, Sudamericana, Latina"
46,Restaurante Peruano - Indio De Machu Picchu,Auténtico y simplemente excelente,19 de febrero de 2021,50,"Hacía mucho tiempo que no tenía una experiencia culinaria de esta categoría. Excelente servicio, comida increíble. Se los recomiendo.","Peruana, Mariscos, Sudamericana, Latina"
47,Restaurante Peruano - Indio De Machu Picchu,Continúa siendo excelente,18 de febrero de 2021,50,"El servicio sigue siendo excelente, la presentación de los platos, el sabor único y rápido el servicio","Peruana, Mariscos, Sudamericana, Latina"
48,Restaurante Peruano - Indio De Machu Picchu,Continúa siendo excelente,18 de febrero de 2021,50,"Volvi hace poco y la atención y la sazón continua siendo esquisita, asi como la atención y la presentación de los platos.","Peruana, Mariscos, Sudamericana, Latina"
49,Restaurante Peruano - Indio De Machu Picchu,Gran Experiencia,8 de febrero de 2021,50,"El menú es fantástico, la recomendación del anfitrión fue muy acertada. todo el personal es muy atento","Peruana, Mariscos, Sudamericana, Latina"
50,Restaurante Peruano - Indio De Machu Picchu,Almuerzo familiar extraordinario,7 de febrero de 2021,50,"Una comida magnífica, la comida, la experiencia, la atención es sensacional, pocos restaurantes logran rescatar el aire de la cultura peruana, es la primera de muchas visitas que haré MEGA RECOMENDADO","Peruana, Mariscos, Sudamericana, Latina"
51,Restaurante Peruano - Indio De Machu Picchu,Servicio Excelente y Comida de calidad,7 de febrero de 2021,50,"Es toda una experiencia culinaria, desde que entramos tuvimos un servicio excelente, de calidad, y así mismo fue rápido que nos sirvieron nuestros platos, excelentes meseros. Y lo mas importante una comida magnifica, que te deja con expectativas de volver, muy bueno.","Peruana, Mariscos, Sudamericana, Latina"
52,Restaurante Peruano - Indio De Machu Picchu,Deliciosa ciomida,6 de febrero de 2021,50,"Muy rica a mejor comida Peruana de Bigota , y el servicio ni se diga ... excelente , y la chicha Peruana con un sabor muy delicioso, lo recomendare porq me gusto todo todo todo","Peruana, Mariscos, Sudamericana, Latina"
53,Restaurante Peruano - Indio De Machu Picchu,Excelente servicio y comida,6 de febrero de 2021,50,"Excelente servicio desde que uno entra l restaurante, el mismo dueño atiende y da una experiencia muy especial. La comida deliciosa 10/10 muy recomendado","Peruana, Mariscos, Sudamericana, Latina"
54,Restaurante Peruano - Indio De Machu Picchu,Excelente restaurante y la mejor atención,6 de febrero de 2021,50,"Excelente restaurante, comida deliciosa, la mejor atención del mundo y lo mejor de todo el baile del indio de machupichu.","Peruana, Mariscos, Sudamericana, Latina"
55,Restaurante Peruano - Indio De Machu Picchu,El mejor restaurante peruano en Bogotá!,6 de febrero de 2021,50,Excelente servicio y la mejor comida peruana en Bogotá !! Súper recomendado ! Precio acorde a la calidad del plato,"Peruana, Mariscos, Sudamericana, Latina"
56,Restaurante Peruano - Indio De Machu Picchu,Excelente Atención y comida exquisita,4 de febrero de 2021,50,"Celebramos nuestro aniversario, la mejor comida peruana en Bogotá, el servicio excelente. Lo recomiendo.","Peruana, Mariscos, Sudamericana, Latina"
57,Restaurante Peruano - Indio De Machu Picchu,Muy auténtico,4 de febrero de 2021,50,"Viví en Perú por 2 años y puedo decir que esta comida es una de las más auténticas y deliciosas comidas peruanas que he probado en la ciudad, super recomendado","Peruana, Mariscos, Sudamericana, Latina"
58,Restaurante Peruano - Indio De Machu Picchu,Excelente comida y atención.,31 de enero de 2021,50,"Excelente comida y atención. Cesar y su equipo se esmeran para brindar la mejor atención. Todos los platos son muy recomendados. La jalea, los arroces, chupes y el lomo tienen un sabor auténtico. 5*","Peruana, Mariscos, Sudamericana, Latina"
59,Restaurante Peruano - Indio De Machu Picchu,Fantástica experiencia,31 de enero de 2021,50,"Uno de los mejores descubrimientos que he hecho. La atención es espectacular. La comida es deliciosa, recomendada la Jalea Orgia del Mar. Seguro que volveré a probar el resto de la carta.","Peruana, Mariscos, Sudamericana, Latina"
60,Restaurante Peruano - Indio De Machu Picchu,Recomendado,31 de enero de 2021,50,La comida es deliciosa y el servicio aún mejor. El precio es justo para la calidad que ofrece el restaurante.,"Peruana, Mariscos, Sudamericana, Latina"
61,Restaurante Peruano - Indio De Machu Picchu,Buenos sabores,30 de enero de 2021,50,El sabor del plato fue exquisito y el servicio muy cálido. La jalea orgía marina es deliciosa. Recomiendo el sitio.,"Peruana, Mariscos, Sudamericana, Latina"
62,Restaurante Peruano - Indio De Machu Picchu,Buen sitio comida peruana,30 de enero de 2021,50,"Muy rica la comida,el lugar acogedor y el servicio excelente, un buen lugar para pasar con la pareja y familia! Recomendado.","Peruana, Mariscos, Sudamericana, Latina"
63,Restaurante Peruano - Indio De Machu Picchu,¡El mejor restaurante de Bogotá!,30 de enero de 2021,50,"¡Las entradas, los platos fuertes, cocteles y postres de lo mejor! ¡Y la atención excelente! ¡Como en casa!","Peruana, Mariscos, Sudamericana, Latina"
64,Restaurante Peruano - Indio De Machu Picchu,Maravilloso !,30 de enero de 2021,50,"Una experiencia maravillosa, servicio excelente y el mejor precio para una gran calidad en la comida","Peruana, Mariscos, Sudamericana, Latina"
65,Restaurante Peruano - Indio De Machu Picchu,Es un restaurante con un servicio espectacular 😍,30 de enero de 2021,50,"Es un restaurante con un servicio integrar, desde la atención tanto de su dueño como el de sus empleados, los platos exquisitos, una experiencia inolvidable, muy muy recomendado para los amantes a la comida peruana. Gracias por hacernos sentir especiales 💖🤩","Peruana, Mariscos, Sudamericana, Latina"
66,Restaurante Peruano - Indio De Machu Picchu,Comida y atención de otro mundo,30 de enero de 2021,50,Toda la comida es deliciosa y el personal es muy querido. Es la tercera visita y nos tratan como en casa,"Peruana, Mariscos, Sudamericana, Latina"
67,Restaurante Peruano - Indio De Machu Picchu,La mejor comida peruana,29 de enero de 2021,50,"Excelente servicio,la comida es deliciosa recomiendo la jalea orgía marina. Volveré a probar el resto de platos.","Peruana, Mariscos, Sudamericana, Latina"
68,Restaurante Peruano - Indio De Machu Picchu,Excelente atención y muy deliciosa comida.,29 de enero de 2021,50,"Restaurante peruano de excelente comida, muy recomendable, muy buenas instalaciones y la atención espectacular.","Peruana, Mariscos, Sudamericana, Latina"
69,Restaurante Peruano - Indio De Machu Picchu,Nuwna expe gastronomica,28 de enero de 2021,50,"un sitio nada anticipado, pero todo un descrubrimo buena comida, platos exquisitos, buena atención, felación precio calidad y los potres súper recomendados,excelente sitio.","Peruana, Mariscos, Sudamericana, Latina"
70,Restaurante Peruano - Indio De Machu Picchu,Recomendado,28 de enero de 2021,50,Muy rica la comida y la atención. Nos dieron postres de cortesía.ppr favor incorporar datáfono como medio de pago. Gracias,"Peruana, Mariscos, Sudamericana, Latina"
71,Restaurante Peruano - Indio De Machu Picchu,Buena comida,28 de enero de 2021,40,"Buenos platos. Buena comida, ojalá porciones más grandes.3 postres de cortesía. Buen servicio. Buenos precios","Peruana, Mariscos, Sudamericana, Latina"
72,Restaurante Peruano - Indio De Machu Picchu,"Excelente servicio, excelente",28 de enero de 2021,50,"Excelente servicio, excelente comida, TODO es espectacular! El sitio es tranquilo, tradicional, y el restaurante es familiar. Quienes te atienden son los dueños. Que mas se puede pedir?","Peruana, Mariscos, Sudamericana, Latina"
73,Restaurante Peruano - Indio De Machu Picchu,Altamente recomendado,27 de enero de 2021,50,"El sitio es muy bueno, el servicio es excelente, la comida es espectacular. Mejor restaurante peruano en mi opinión en Bogota.","Peruana, Mariscos, Sudamericana, Latina"
74,Restaurante Peruano - Indio De Machu Picchu,Muy rica la comida y el lugar..,26 de enero de 2021,50,"La experiencia fue excelente, una dinámica diferente, les recomiendo el lugar 100%, y al presupuesto","Peruana, Mariscos, Sudamericana, Latina"
75,Restaurante Peruano - Indio De Machu Picchu,Excelente experiencia,26 de enero de 2021,50,La atención nos sorprendió un excelente servicio y la comida espectacular recomendamos el lugar totalmente,"Peruana, Mariscos, Sudamericana, Latina"
76,Restaurante Peruano - Indio De Machu Picchu,Me encantó!,26 de enero de 2021,50,"Excelente restaurante, muy buena atencion!, todo bien rico, lo recomiendo al 100% no se arrepentirán!.","Peruana, Mariscos, Sudamericana, Latina"
77,Restaurante Peruano - Indio De Machu Picchu,BEST PERUVIAN RESTAURANT IN BOGOTA-COLOMBIA,26 de enero de 2021,50,lo mejor de lo mejor 99.9% peruvian taste ....el lugar muy acogedor la atencion es de primera muy rapidos y eficuentes siempre atentos ...taste & flavour authentic authentic authentic peruvian food .. muy recomendado en bogota-colombia .. 10/10,"Peruana, Mariscos, Sudamericana, Latina"
78,Restaurante Peruano - Indio De Machu Picchu,El verdadero sabor peruano,25 de enero de 2021,50,"Si quieren ir a un restaurante con autentico sabor peruano, ésta es una excelente opción. La atención es excelente y te sorprenderán con la bienvenida.","Peruana, Mariscos, Sudamericana, Latina"
79,Restaurante Peruano - Indio De Machu Picchu,Que agradable almuerzo,25 de enero de 2021,50,"No sólo la comida es deliciosa si no que la atención es muy exclusiva, el sitio está muy bien ventilado y cuenta con todos los protocolos de bioseguridad. Puro sabor a Perú. El Indio Machupichu es chistoso.","Peruana, Mariscos, Sudamericana, Latina"
80,Restaurante Peruano - Indio De Machu Picchu,Excelente restaurante,20 de enero de 2021,50,"Deliciosa comida y excelente atención, super recomedado. Es bastante acogedor y indudablemente volveré","Peruana, Mariscos, Sudamericana, Latina"
81,Restaurante Peruano - Indio De Machu Picchu,Buena comida,18 de enero de 2021,50,Excelente servicio y buena comida atención amable y un lugar limpio en época de pandemia excelente etc,"Peruana, Mariscos, Sudamericana, Latina"
82,Restaurante Peruano - Indio De Machu Picchu,Super servicio la comida excelente,18 de enero de 2021,50,"Super recomendado un ambiente super cálido, tranquilo y deliciosa la comida una experiencia extraordinaria","Peruana, Mariscos, Sudamericana, Latina"
83,Restaurante Peruano - Indio De Machu Picchu,Excelente!,15 de enero de 2021,50,"La recomendación de la casa y el postre fueron maravillosos, la atención muy buena. Definitivamente volveremos :)","Peruana, Mariscos, Sudamericana, Latina"
84,Restaurante Peruano - Indio De Machu Picchu,Invitación de cumpleaños,15 de enero de 2021,50,"Que buena experiencia la que pase el día de mis cumpleaños en indio de Machu Pichu, la comida, la atención, sus instalaciones son muy buenas, los recomiendo ampliamente, se nota que aman lo q hacen me sentí muy bien atendido","Peruana, Mariscos, Sudamericana, Latina"
85,Restaurante Peruano - Indio De Machu Picchu,"Estimados, fuimos a este Restaurant",14 de enero de 2021,50,"Estimados, fuimos a este Restaurant por la cantidad de reviews positivos que vimos. Nos atendió Jefferson, espectacularmente, clarísimo con la carta y recomendaciones. Los platos que probamos exquisitos: jalea real, lomo salteado y pescado a lo macho. Recomendado precio calidad atención","Peruana, Mariscos, Sudamericana, Latina"
86,Restaurante Peruano - Indio De Machu Picchu,Almuerzo,12 de enero de 2021,50,"Una delicia, buena atencion,la comida es espectacular, exquisita. Lo recomiendo. obviamente volveré 😊😊😊","Peruana, Mariscos, Sudamericana, Latina"
87,Restaurante Peruano - Indio De Machu Picchu,De Perú a tu boca,12 de enero de 2021,50,"La intensidad de los sabores de la cocina Peruana perfectos, sin duda uno de mis restaurantes favoritos!!","Peruana, Mariscos, Sudamericana, Latina"
88,Restaurante Peruano - Indio De Machu Picchu,MARAVILLOSO,6 de enero de 2021,50,"Espactacular restaurante, la comida deliciosa, excelente atención. Súper recomendado, ansiosa de volver a visitarlo. 🤤😍","Peruana, Mariscos, Sudamericana, Latina"
89,Restaurante Peruano - Indio De Machu Picchu,Restaurante indio de Machu Picchu,6 de enero de 2021,50,"El mejor restaurante de comida peruana que he visitado en Bogotá... Todo muy bueno, excelente servicio Porciones abundantes Y sabores increíbles Muy muy recomendado...! Att: Crismendi","Peruana, Mariscos, Sudamericana, Latina"
90,Restaurante Peruano - Indio De Machu Picchu,Gran experience,1 de enero de 2021,50,"Excelente atención comida deliciosa, el baile del indio muy bueno explicando sus platos. Volveré mil","Peruana, Mariscos, Sudamericana, Latina"
91,Restaurante Peruano - Indio De Machu Picchu,Excelente atención y comida,27 de diciembre de 2020,50,"Las recomendaciones y excelentes comentarios, me llevaron a conocer un lugar donde te atienden como familia. La Comida es deliciosa y la atención y balie del Sr. Cesar son los complementos ideales del lugar. Pronto volvere ....","Peruana, Mariscos, Sudamericana, Latina"
92,Restaurante Peruano - Indio De Machu Picchu,Excelente experiencia,27 de diciembre de 2020,50,"Deliciosa la comida, excelente servicio y atención. Volveré cuando pueda. Vale demasiado la penaaaaaa","Peruana, Mariscos, Sudamericana, Latina"
93,Restaurante Peruano - Indio De Machu Picchu,Celebración cumpleaños,27 de diciembre de 2020,50,El mejor sabor peruano para el mejor gusto colombiano en nuestra querida Bogotá. Y la atención fabulosa,"Peruana, Mariscos, Sudamericana, Latina"
94,Restaurante Peruano - Indio De Machu Picchu,Cumpleaños,27 de diciembre de 2020,50,"El restaurante tiene excelente atención,servicio, excelente comida, la mejor de Perú 🥰🥰👌 todo estuvo excelente","Peruana, Mariscos, Sudamericana, Latina"
95,Restaurante Peruano - Indio De Machu Picchu,Una experiencia increíble,27 de diciembre de 2020,50,"Nos remontamos a nuestro viaje a Perú hace un año atrás. No solo la comida es increíblemente deliciosa y fiel a la sazón peruana, sino que también la atención y los precios son de no creer. MARAVILLOSO","Peruana, Mariscos, Sudamericana, Latina"
96,Restaurante Peruano - Indio De Machu Picchu,Maravilloso descubrimiento en Bogotá,27 de diciembre de 2020,50,"Lo mejor de todo, y lo más importante, la comida. El mejor restaurante de comida peruana en Bogotá que he probado hasta ahora Calidad y sazón. Recomendado.","Peruana, Mariscos, Sudamericana, Latina"
97,Restaurante Peruano - Indio De Machu Picchu,La excelencia,27 de diciembre de 2020,50,Maravilloso lugar en Bogotá. Colombia nos trasladamos a la linda tierra hermana.. Peruana. Mmmmmmnnm,"Peruana, Mariscos, Sudamericana, Latina"
98,Restaurante Peruano - Indio De Machu Picchu,Un lugar para ir con nuestras familias que es lo más sagrado,27 de diciembre de 2020,50,Espectacular lugar en variados platos peruanos y la atención de su gente que bonito definitivamente el lugar indicado para cualquier evento,"Peruana, Mariscos, Sudamericana, Latina"
99,Restaurante Peruano - Indio De Machu Picchu,Excelente comida y atención,27 de diciembre de 2020,50,"Excelente comida, calidad precio, y ni que decir la atención, espectacular. Asimismo, explican el proceso de algunos de sus platos.","Peruana, Mariscos, Sudamericana, Latina"
100,Restaurante Peruano - Indio De Machu Picchu,Excelente y recomendado,26 de diciembre de 2020,50,"Un excelente restaurante de comida peruana, recomendado para ocasiones especiales y almuerzos. Platos de muy buen sabor y porción.","Peruana, Mariscos, Sudamericana, Latina"
101,Restaurante Peruano - Indio De Machu Picchu,Aniversario,26 de diciembre de 2020,50,"Excelente atención, la recomendación del menú súper buena. Y la comida simplemente espectacular. !!!! Volvería mil veces.","Peruana, Mariscos, Sudamericana, Latina"
102,Restaurante Peruano - Indio De Machu Picchu,Aniversario,26 de diciembre de 2020,50,"Excelente atención, muy buena la recomendación del chef, menú con diversas opciones,volvería nuevamente super recomendado.","Peruana, Mariscos, Sudamericana, Latina"
103,Restaurante Peruano - Indio De Machu Picchu,excelente,26 de diciembre de 2020,50,estamos proximos al 95% de una excelente comida peruana todo es muy tipico yo conozco perú y soy fiel testigo,"Peruana, Mariscos, Sudamericana, Latina"
104,Restaurante Peruano - Indio De Machu Picchu,Una linda experiencia peruana en Bogota,26 de diciembre de 2020,50,"Un lugar con una atención excepcional, con una mezcla de sabores increíble que te transporta a Perú! Volvería sin duda!!","Peruana, Mariscos, Sudamericana, Latina"
105,Restaurante Peruano - Indio De Machu Picchu,Un lugar que te llena de alegría y una buena experiencia,26 de diciembre de 2020,50,"Es un lugar que de inicio a fin te da la mejor experiencia, tranquilo, todos son muy amables y lo mejor es que la comida es una delicia.","Peruana, Mariscos, Sudamericana, Latina"
106,Restaurante Peruano - Indio De Machu Picchu,Excelente servicio,23 de diciembre de 2020,50,Desde la llegada hay una muy buena atención. Meseros atentos dispuestos a informar sobre sus productos. Volvería sin duda,"Peruana, Mariscos, Sudamericana, Latina"
