Nombre,Título,Fecha,Rating,Reviews,Tipo,
Sopas y Sopitas,El ajiaco es muy grande y viene con buena temperatura.,31 de diciembre de 2018,40,"Es un sitio para salir de la oficina y compartir un delicioso ajiaco que llega acompañado de aguacate, arroz y mazorca. Hay wifi pero el parqueadero queda un poco distante.","Sudamericana, Colombiana",
Sopas y Sopitas,Gran opción para almorzar,24 de junio de 2018,40,"Lugar tradicional de la zona. Ofrece pocas opciones de sopas, pero las más tradicionales que siempre estarán vigentes, como el ajiaco o el mondongo. El tamaño de los platos es muy bueno, con muy buen sazón, y con precios acordes a la zona. Buena recomendación.","Sudamericana, Colombiana",
Sopas y Sopitas,Sopita....,9 de junio de 2018,40,"Muy buena opción de almuerzo abierto de lunes a sábado de 12:00 pm a 15:30, buenos ajiacos y mondongos por 10 Mill COP y otros platillos por 15 mil COP","Sudamericana, Colombiana",
El Cretaceo,Un hit en la zona,20 de febrero de 2020,50,"Siempre delicioso y servicio impecable, lugar acogedor, opciones vegetarianas, fácil llegar, parqueadero para bicis.","Latina, Española, Fusión, Saludable, Sudamericana, Colombiana",
El Cretaceo,Buen Brounch,13 de marzo de 2017,50,"Espacio para compartir un excelente brounch, solo o acompañado por el gusto de una comida sana es una buena opción.","Latina, Española, Fusión, Saludable, Sudamericana, Colombiana",
El Cretaceo,Descubrimiento,13 de febrero de 2017,40,"Muy grato encontrar una nueva opción de cocina en el sector d Teusaquillo, la opción de cocina fusión es escasa por no decir ninguna en el sector, con precios asequibles y una muy buena calidad,","Latina, Española, Fusión, Saludable, Sudamericana, Colombiana",
Restaurante Bar Circo Colombia,Espectáculo bueno comida mala y costosa,28 de febrero de 2021,20,"El show es divertido, lástima que la comida sea tan mala. No tienen parquedero tampoco. Precios muy elevados para lo que ofrecen",Colombiana,
Restaurante Bar Circo Colombia,Ni cumplieron con la reserva,3 de marzo de 2020,10,"No puedo opinar ya que a parte de pedir pagar la reserva por adelantado, la cancelaron una hora antes por lo cual no se pudo disfrutar de la experiencia, pero como dice el popular dicho, desde el desayuno se sabe como sera el almuerzo.",Colombiana,
Restaurante Bar Circo Colombia,Celebrando la vida los cumpleaños de nuestra ahijada,19 de enero de 2020,50,Deliciosisimos un ambiente agradable buena música servicio excelente super recomendado muy buena la atención,Colombiana,
Restaurante Bar Circo Colombia,Excelente,5 de octubre de 2019,50,Celebre el cumpleaños de mi hija aqui u fue espectacular la comida de los niños u los adultos deliciosa el show super super recomendado,Colombiana,
Restaurante Bar Circo Colombia,Excelente,29 de septiembre de 2019,50,Es un excelente lugar para venir en familia y compartir de cada momentos especial super recomendado para venir,Colombiana,
Restaurante Bar Circo Colombia,Excelente lugar,25 de septiembre de 2019,50,"Es un lugar mágico, fuimos a celebrar el cumpleaños de mi hermanita, las bebidas y la comida fui deliciosa muy artesanal sin condimentos ni saladas, deliciosa. El show de magia nos hizo reír mucho. Y los anfitriones fueron muy amables al tomarnos muchas fotos en...Más",Colombiana,
Restaurante Bar Circo Colombia,Curiosidad,24 de septiembre de 2019,50,"Me encantó el lugar, habíamos visto desde afuera y al entrar, fue espectacular... te reciben de una forma excelente, te diviertes, comes rico (¡hay opciones vegetarianas!) y escuchas buena música. ¡Ah! Y te sorprenden con un super show de magia... ¡Gracias Carlos! El mejor anfitrión.",Colombiana,
Restaurante Bar Circo Colombia,cumpleaños,23 de septiembre de 2019,50,"muy buen lugar, me celebraron mis cumpleaños allí, la temática es increíble porque pasas por un momento a un entorno totalmente diferente.",Colombiana,
Restaurante Bar Circo Colombia,Descortes!,21 de septiembre de 2019,10,"me hubiera encantado conocerlo y comer allí, hablamos durante mucho con mi familia sobre la temática que tenían, fuimos un miércoles aprovechando que teníamos un evento en el royal, contábamos con poco tiempo y le dijimos al hostes, o el hombre mayor que estaba en...Más",Colombiana,
Restaurante Bar Circo Colombia,Celebración Cumpleaños,21 de septiembre de 2019,50,"Es un excelente lugar, la atención es perfecta.. hicieron del cumpleaños de mi padre un día increíble e inolvidable. La comida es deliciosa, el show espectacular. Se nota el amor con el que trabajan. Súper recomendado.",Colombiana,
Restaurante Bar Circo Colombia,Excelente lugar,20 de septiembre de 2019,50,"Excelente la comida, el ambiente, la animación, su atención..... definitivamente.. excelente lugar para compartir con amigos y familia",Colombiana,
Restaurante Bar Circo Colombia,Tremendo parche!,15 de septiembre de 2019,50,Es un sitio de entrada a fin con todo el ambiente circo! Nos encantooo mis amigas matadas con los shows en vivo es novedoso diferente y eso es lo que lo hace un sitio especial para visitar en bogota la atencion super la comida riquisima...Más,Colombiana,
Restaurante Bar Circo Colombia,Supero las espectativas,9 de septiembre de 2019,40,"A toda mi familia les gusto muchísimo el restaurante, a mis dos hijos, a la novia de uno de mis hijos y a mi señora, les pareció muy agradable, muy acorde a lo que es el sitio, la atención fue muy amable, los meseros estuvieron...Más",Colombiana,
Restaurante Bar Circo Colombia,El peor sitio en el que he estado,6 de septiembre de 2019,10,"Edta semana íbamos a ver Hombres a la plancha y decidimos entrar a este sitio a comer algo mientras entrábamos al teatro. Ha sido de las peores experiencias en comida que he tenido. Caro respecto a lo q sirven. Pedimos unas picadas , cada una...Más",Colombiana,
Restaurante Bar Circo Colombia,Espectacular,6 de septiembre de 2019,50,"Se pasa genial el servicio es único los artistas son increíbles.. excelente muy recomendado... Se disfruta de una buena experiencia, se preocupan por la buena atención, y la calidad de la comida es excelente...",Colombiana,
Restaurante Bar Circo Colombia,Cumpleaños,5 de septiembre de 2019,50,"Celebrando el cumpleaños en familia. Excelente atención, buena comida y un show de magia espectacular. Recomendado!!!",Colombiana,
Restaurante Bar Circo Colombia,Almuerzo familar !,3 de septiembre de 2019,50,"Quiero agradecerles por la experiencia tan increible que tuvimos el domingo ,inicialmente fui para probar T-bone y la verdad quede cautivada , solo dos lugares en bogotá he probado este corte así de rico;el ambiente nos pareció muy original y cálido ,la presentación de las...Más",Colombiana,
Restaurante Bar Circo Colombia,ESPECTACULAR,2 de septiembre de 2019,50,"todo divino la temática excelente, el servicio perfecto. la comida deliciosa me gusto mucho el rack de cordero las tortas tematicas muy lindas y deliciosas volveré.",Colombiana,
Restaurante Bar Circo Colombia,Fantástico,1 de septiembre de 2019,50,"La comida deliciosa, la tensión muy buena, los shows increíbles,y la temática muy divertida super recomendados.",Colombiana,
Restaurante Bar Circo Colombia,¡Excelente servicio!,31 de agosto de 2019,50,"Lugar encantador, comida deliciosa, ambiente entretenido, show de magia y acrobacias fabuloso, anfitriones muy amables y atentos, el servicio fue el mejor... en pocas palabras la mejor experiencia de todas! Mil gracias!",Colombiana,
Restaurante Bar Circo Colombia,Encantador,31 de agosto de 2019,50,"Ambiente espectacular, comida deliciosa y staff mágico. Recomendada la bebida de la casa de frutos rojos y la bondiola ! Show de magia en cada mesa con Pablo Palomino, genial Volveremos Gracias",Colombiana,
Restaurante Bar Circo Colombia,¡PESIMO! NO SE RECOMIENDO.,26 de agosto de 2019,10,"Este restaurante ofrece una pésima atención al cliente, el jefe de servicio es el que peor trato ofrece, separan el restaurante en dos, en la parte de adentro ofrecen un show de circo largo, en la parte externa ofrecen un show mínimo, en la reserva...Más",Colombiana,
Restaurante Bar Circo Colombia,Decepción para Celiacos,24 de agosto de 2019,20,"Este bonito restaurante del Hotel Marriot, normalmente tiene en carta masa sin gluten para sus pizzas Reservamos y preguntamos por la disponibilidad, sin embargo al llegar allí nos dijeron que no tenían disponibilidad.",Colombiana,
Restaurante Bar Circo Colombia,Terrible,17 de agosto de 2019,10,"Restaurante horrible viejo, dan accesorios que creo que nunca los han lavado, el personal muy regular su presentación, la comida muy fea y lo peor demasiado costoso, no volveré",Colombiana,
Poke Go,Excelente servicio,22 de diciembre de 2019,50,"Me encanta todo lo que venden!!! Son saludables y deliciosos, además hay mucha variedad de productos y son muy frescos.","Saludable, Sudamericana, Colombiana, Hawaiana",
Poke Go,Ingredientes súper frescos y mucha variedad,22 de diciembre de 2019,50,"Una barra rápida de poke, muy buena opción cuando se tiene prisa un servicio rápido, precios justos y buena cantidad","Saludable, Sudamericana, Colombiana, Hawaiana",
Wok,Eccelente restaurante,29 de agosto de 2017,50,"El restaurante muuuuy lindo, la comida en verdad exquisita y con eccelente presentacion. Muy bueno el personal.","Sudamericana, Colombiana",
Restaurante El Manjar,Me encantó,7 de septiembre de 2018,50,"Muy buen servicio. Los platos son exquisitos y tienen una excelente sazón. Recomiendo 100% el pescado en todas sus presentaciones, muy delicioso. 😋",$ 5.000 - $ 31.000,
General Michel,PEOR ATENCIÓN,27 de mayo de 2017,10,"La peor atención de toda la vida, mala mesera, cero actitud de servicio. Al punto de tirar la tarjeta de crédito en la cara del cliente y responder despotamente.",$ 15 - $ 30,
General Michel,Comida y musica,13 de febrero de 2017,50,"Genial, buena musica buen ambiente. lugar amplio vi que admiten mascotas, ademas tuvieron un detalle con un postre de cortesía.",$ 15 - $ 30,
General Michel,Excelentes Micheladas,22 de diciembre de 2016,50,Buen ambiente para prender motores. Las opciones de Micheladas son buenísimas y la atención lo máximo.,$ 15 - $ 30,
General Michel,"Buena comida, ambiente y precio",16 de diciembre de 2016,50,"Muy buena comida, muy buen ambiente y música. La atención es muy rápida y buena. El precio es justo. Lo recomiendo.",$ 15 - $ 30,
General Michel,Original concepto,23 de noviembre de 2016,40,"Una selección de platos y cervezas micheladas muy originales, el ambiente es muy agradable, el servicio es muy amable y buenos precios",$ 15 - $ 30,
General Michel,Buena comida,20 de noviembre de 2016,50,"Es un sitio agradable, la comida tiene buenas porciones. Recomendado para almorzar. La atención es excelenge",$ 15 - $ 30,
Inka,eXPECTATIVAS CUMPLIDAS,7 de mayo de 2019,50,Excelente comida y muy buena atención. Un buen intento por conocer la comida peruana con muy buenos resultados.,"Peruana, Sudamericana",
Inka,Peru en tu plato,12 de febrero de 2019,50,"Una gran experiencia culinaria en Bogotá que no puedes dejar de pasar, sabores exquisitos y ancestrales, volvere en una próxima ocasión a probar de nuevo el ceviche , una delicia al paladar !!!","Peruana, Sudamericana",
Inka,"En términos generales, bueno",12 de febrero de 2019,30,"El ají de gallina estuvo bien, el cordero que ofrecen es cabrito y no carne de cordero, las papas a la huancaína no son las originales, no tienen los mismos ingredientes y su sabor es muy diferente.","Peruana, Sudamericana",
Inka,De cumpleaños con comida rica,18 de abril de 2018,50,Me gustó mucho que mi familia me invitó de cumpleaños. Me gusta la comida peruana y el pisco estaba genial,"Peruana, Sudamericana",
El Barrio,Almuerzo,6 de diciembre de 2020,50,"Muy rico! La entrada de tacos nikkei es increible. Un gran sitio para venir en familia, con amigo o pareja! Muy buenos precios. El arroz de mariscos es muy rico y es perfecto para dos personas.",Café,
El Barrio,Buena comida mal atendidos,25 de octubre de 2019,30,Buena comida lo que había viernes por la noche y no tenían la mitad de la carta. la atención muy mala que meseros tan poco amables,Café,
El Barrio,Un lugar agradable,2 de abril de 2019,40,"Nunca había ido y llegué por casualidad a este lugar. La entrada un poco pequeña para el precio y el plato principal un poco salado, pero me gustó en general la comida y la atención. Es un lugar al que volvería.",Café,
El Barrio,Agradable velada,25 de mayo de 2018,50,"Siempre será grato visitar este restaurante... Deliciosa comida, buen servicio, ambiente agradable ... Para repetir",Café,
El Barrio,La atención es mediocre,23 de enero de 2017,30,"Desde la primera vez siempre quise volver, esperando que la atención mejorara. Es un restaurante tranquilo, sin una carta especial pero como decimos en Bogota´: aguanta",Café,
Buffalo Wings,Delicioso,22 de enero de 2019,50,Juegos para mis pequeñas y nosotros. Buena atención y comida deliciosa. Estuvimos en la sede de San Rafael y volveremos.,Cena,
Buffalo Wings,Un costo muy alto para lo que ofrecen.,29 de septiembre de 2018,20,La calidad de la comida no compensa los precios de la carta. Es una marca que hizo fama con locales muy bien acondicionados pero desmejoró la comida.,Cena,
Buffalo Wings,Alitas bbq,15 de julio de 2018,40,excelente lugar para comer alitas picantes entre otros platos. se puede ir con amigos y pasar un grato momento. personal atento.,Cena,
Buffalo Wings,Pésimo servicio,24 de junio de 2018,10,Durante eventos no están preparados para dar un buen servicio. Comida fria y de mala cocción. Servicio Pésimo!ni para empacar la comida.,Cena,
Buffalo Wings,Almuerzo,17 de abril de 2018,50,"Me gustaron mucho las alitas, esta Chevere lo de los juegos, están atentos al servicio, bien por la música ambiental, en herr la recomendado!!",Cena,
Buffalo Wings,Alitas! Ricas alitas!,17 de mayo de 2017,40,"El restaurante es bueno y aunque no cuenta con muchas opciones, sus alitas son muy ricas, gran variedad de salsas y porciones excelentes.",Cena,
Buffalo Wings,Delicioso,6 de marzo de 2017,40,"Las alitas son de lo mejor, Super recomendadas con salsa original, apenas de picante, excelente atención.",Cena,
Buffalo Wings,Buen lugar para compartir,29 de enero de 2017,50,Un lugar con ambiente relajado en el que es agradable compartir con la familia. Las alitas son deliciosas y las croquetas de queso. El personal es muy amable sin duda lo recomiendo.,Cena,
Buffalo Wings,Delicioso,29 de enero de 2017,40,"Excelente opción para toda la familia, muy buena atención, las alitas definitivamente Son de lo.mejor, sólo faltaría un Poco más.de opciones para los.vegetarianos como mi esposa.",Cena,
Buffalo Wings,Buena comida lugar amable,5 de septiembre de 2016,40,"Las alitas son deliciosas pero los precios son un poco altos, los meseros son muy amables de hecho a veces un poco pasados.",Cena,
Buffalo Wings,Buen Ambiente,27 de julio de 2016,40,"Un muy buen ambiente para compartir, los precios no son cómodos pero hay algunas opciones no tan costosas.",Cena,
Buffalo Wings,Para una tarde de amigos y fútbol,1 de abril de 2016,30,"Es un plan de amigos, picar y ver un partido de fútbol u otro deporte. Considero los precios un poco elevados para la atención pero la comida es sabrosa.",Cena,
Buffalo Wings,excelente,25 de marzo de 2016,50,"excelente calidad vrs precio , ubicado en la zona comercial de Bogotá . una muy buena opción para comer y hace un alto al shoping",Cena,
Buffalo Wings,Buena la comida,9 de marzo de 2016,40,"En la visita al Buffalo me pareció muy agradable, es un buen lugar para ir con amigos o después de trabajar a charlar y comer un rato.",Cena,
Buffalo Wings,Sorpresa,4 de marzo de 2016,30,"Pese a las opiniones encontradas decidi arriesgarme a ir, eso si era un poco tarde tal vez por eso el servicio fue super bueno, nos atendieron rapido y nos explicaron la carta. Tambien era martes de juegos o algo asi por lo que nos dieron...Más",Cena,
Buffalo Wings,Solo para los que cuentan con mucho tiempo,14 de febrero de 2016,20,"Lo único es que debes disponer de mucho tiempo para que un mesero te atienda, es más, toca llamarlos para que se acerquen a traer la carta y luego esperar sin exagerar 30 minutos a que tomen la orden por cierto, no se acercan a...Más",Cena,
Buffalo Wings,Malos tiempos,7 de febrero de 2016,10,Han pasado 25 minutos en el de la 116 y aún no han servido una mesa para tres. La comida siempre es buena pero el servicio ha desmejorado. No ponen música ppr un partido del real madrid y no todos estamos interesados en el partido.,Cena,
Buffalo Wings,Muy mal servicio....,17 de enero de 2016,10,"Asistimos con mi familia pedimos una entrada de nachos y no había, pedimos otra entrada y llegaron congeladas, alitas frías",Cena,
Buffalo Wings,"Para Alitas, la mejor opción en Bogotá",24 de diciembre de 2015,30,"Los platos estrella son las alitas, Las salsas son muy buenas y hay 12 diferentes sabores para escoger. Los grupos de amigos y las familias tienen la opción de compartir con el Azafatón ($79.300) y el Wing Sampler. El primero, es una mezcla de todas...Más",Cena,
Buffalo Wings,Me gustó...,11 de diciembre de 2015,40,"No es un lugar económico, pero si es sabroso.. tampoco creo que sean las mejores alitas de pollo, pero si son muy buenas. Existen distintos tipos de preparaciones y presentaciones y son bastante abundantes. Es un buen lugar si vas con hambre y sed.",Cena,
Buffalo Wings,"Plan de amigos y partidos, bueno pero hay mucho mejores alitas",6 de diciembre de 2015,30,No son las mejores alitas de Bogotá pero es un buen sitio para ver partidos y tomarse un par de cervezas con amigos. El servicio es bueno pero baja muchísimo cuando hay muchas mesas. La relación precio/calidad en mi opinión es alta.,Cena,
Buffalo Wings,Buen sitio!,29 de noviembre de 2015,50,"Es un buen sitio para compartir en grupos, excelente opción para ver partidos de fútbol. Las alitas son muy ricas y las salsas deliciosas.",Cena,
Buffalo Wings,Alitas y deportes en un mismo lugar,15 de noviembre de 2015,40,"Realmente el servicio es bueno, la comida deliciosa, puedes tomar unas buenas cervezas y ver un buen partido de fútbol.",Cena,
Buffalo Wings,Mal producto,1 de noviembre de 2015,10,Costillas heladas por dentro mal preparadas No deberían salir así al público y el reemplazo se demoró mucho desafortunado servicio,Cena,
